"Entity","Year","pov_rate_20","pov_rate_10","pov_rate_5","pov_rate_2","number_in_poverty_20","number_in_poverty_10","number_in_poverty_5","number_in_poverty_2","poor_share_in_world_pop_20","poor_share_in_world_pop_10","poor_share_in_world_pop_5","poor_share_in_world_pop_2"
"Eastern Europe and Central Asia","2010","26.0024985479444","9.88742542323227","3.03782207577525","0.401064125869723","125017672.793647","47537851.5666126","14605575.1363406","1928280.2214103","1.82931150634721","0.695593966153634","0.213714957707038","0.0282154124106112"
"India","2010","83.8684246727531","56.5146663580732","25.4305358254691","3.99180754951094","984854330.668438","663643249.8429","298626967.618109","46875197.2827745","14.4108054398146","9.71070894153586","4.36963619432487","0.685897728181294"
"Latin America and the Caribbean","2010","42.1161371960883","18.6763658463825","6.53197174314448","1.4131722798637","246001199.685096","109089026.436037","38153377.5911418","8254367.55012944","3.59959368226243","1.59623681049515","0.558276370643112","0.120781399938506"
"Middle East and North Africa","2010","52.6171810680991","32.0364742315049","15.7814490709814","3.67927180328768","219414697.397594","133592738.27486","65808958.2549737","15342637.0051457","3.21056872714005","1.95478549415976","0.962944533092157","0.224499958958185"
"South Asia excl. India","2010","88.7515594693584","66.1475867341166","34.9638599062538","7.1572481505401","342476292.71155","255251630.641344","134919241.88345","27618532.3082672","5.01125807982733","3.73494990357736","1.97419545644894","0.404126055228431"
"Sub-Saharan Africa","2010","91.2483594545095","79.5731227408751","62.5066824264476","37.2672939441625","772160042.408761","673362087.795378","528942797.895436","315362549.468413","11.2985725838249","9.85291909228901","7.73971491204064","4.61451831186922"
"Western Europe","2010","1.27906205638065","0.0569024404665323","0.000992173919652223","0.00000110053436746652","5270541.48138379","234473.903259607","4088.38161853654","4.53489493061355","0.0771207938935941","0.00343092140163993","0.0000598229303905853","0.0000000663565021750154"
"Western Offshoots","2010","1.46395090802783","0.121654659436954","0.00894119095659996","0.000286155490708247","5421010.21242704","450487.20389504","33109.2301122896","1059.63378209264","0.0793225160572854","0.00659171945159784","0.000484468269623611","0.0000155050100260287"
"China","2017","48.6008561481966","23.7499574968631","8.17102858861994","1.09634431444753","670777838.360496","327791450.88148","112774657.243557","15131492.0688125","9.04931728362703","4.42216285668757","1.52141826486636","0.204135653974573"
"E. Asia and Pacific excl. China","2017","44.7428819682008","24.6491140297068","9.89319523965714","1.86762571458182","394381658.82051","217267150.703448","87202580.1204339","16462000.09861","5.32051680513618","2.93110366739406","1.17643095870531","0.222085247150578"
"Eastern Europe and Central Asia","2017","21.2808868449223","7.55292400994429","1.97701767578952","0.184127939342904","105168440.316658","37325946.2232239","9770263.19233776","909945.545997482","1.41880445390946","0.503556186517932","0.131808486380689","0.0122758765803605"
"India","2017","71.4889655484088","39.8612242708725","13.9713356790232","1.49369250548508","917362133.489602","511507999.313176","179283253.127075","19167390.8427358","12.375932142038","6.90064267807631","2.4186712029025","0.258583082677793"
"Latin America and the Caribbean","2017","39.7742131142825","16.3899661557513","5.17270399115908","1.07818060414125","248986176.353277","102601024.235341","32381075.2576159","6749399.80011821","3.35901811330715","1.38416800441717","0.436846012544753","0.091054678274111"
"Middle East and North Africa","2017","51.1063772604004","31.5819095565012","16.0826663788031","4.17981084373277","244796991.758455","151275767.680163","77035167.821148","20021084.9509378","3.30250273907999","2.04082833506842","1.03926462048135","0.270100083399172"
"South Asia excl. India","2017","81.5647889085327","53.4992523907665","23.0978541688403","3.25858826004336","352310133.563627","231084135.784153","99768640.318347","14075113.5445487","4.752939048563","3.11750559475059","1.34595693173687","0.189884282073202"
"Sub-Saharan Africa","2017","88.8975991049408","75.2570750544754","56.4745957886003","30.8812649471599","907324455.504668","768103810.835997","576402314.45677","315186542.556693","12.2405160211081","10.3623207171052","7.77611770729523","4.25211279206285"
"Western Europe","2017","1.27650633911851","0.0700457480844696","0.00167858198087803","0.00000293253236256406","5414122.92648369","297089.234095546","7119.47047041686","12.4379254612847","0.0730407496676706","0.00400796595703194","0.0000960472208439166","0.000000167797335291179"
"Western Offshoots","2017","1.23469484719733","0.111960784889418","0.0103101514519422","0.000448106906272235","4836657.77797762","438582.863039469","40387.8531811785","1755.36470287116","0.065250293498396","0.00591682559535115","0.000544863704403735","0.0000236812417410604"
"South Asia","1820","99.9916618517863","99.5548415821838","92.9326007482668","48.6855217868804","243239009.647988","242176403.74861","226067187.51736","118432056.076731","22.9621255528667","22.8618139699918","21.341079914235","11.1801628573213"
"South Asia","1850","99.9429648131851","98.9177513793029","91.0055967175831","52.6111526970062","280809464.727484","277928925.450527","255698166.941895","147821406.490767","22.5592145133331","22.3278024292496","20.5418638730936","11.8754359719465"
"South Asia","1870","99.9269169276719","98.9473414959894","92.01313631639","58.183209972931","304013080.251434","301032864.775157","279936556.187239","177013936.050782","23.0458546253354","22.8199379885853","21.220722387578","13.4186247299321"
"South Asia","1890","99.9854061484929","99.4787434458547","92.4037293543448","46.5769725219668","337811326.105607","336099512.291377","312195824.898046","157365254.187821","22.1763646724323","22.0639889038833","20.4947789701565","10.3305869103635"
"South Asia","1910","99.9300840073398","98.8133711841849","87.5166197321599","35.4918462872522","370383738.021113","366244721.489257","324374116.937487","131548000.0615","20.4746128538317","20.2458102569949","17.9312258674812","7.27190234470152"
"South Asia","1929","99.9307985844985","98.6042458089884","85.9183431423047","32.956715080966","414483219.831049","408981073.611289","356363723.822933","136694648.449775","19.559207363158","19.2995644784627","16.816584212507","6.45053610506344"
"South Asia","1950","99.9120281751957","98.7913484807143","89.5024478968371","45.5049471031592","460211786.819741","455049745.631412","412263490.428974","209603522.198159","18.280921825032","18.0758708590984","16.37627904302","8.32604838314745"
"South Asia","1960","99.6638164460736","96.961511096722","84.9015392598744","38.2941721101329","557048975.98571","541945034.742687","474538475.354431","214036850.291724","18.3913195316704","17.8926534869183","15.6671838681181","7.06656016789514"
"South Asia","1970","99.4870074314021","95.70323930529","78.6267599669766","29.5160878266456","694991362.163918","668558903.97693","549266888.439307","206192010.534989","18.9115096923078","18.1922522793259","14.946180125234","5.61072038876531"
"South Asia","1980","99.1814108751262","93.7740283376778","74.7185411030339","30.4768238927181","874606476.449582","826922825.388728","658886775.081829","268752252.291962","19.7965375657135","18.7172279391388","14.9137665289301","6.08315191074923"
"South Asia","1990","97.2529822628775","86.6219523815179","61.767630477308","21.8691957520785","1070811741.44399","953757936.452893","680097436.780838","240792529.36392","20.4314667362462","18.1980387390881","12.9764996209848","4.59440662034695"
"South Asia","2000","94.5048680852243","78.4396589273693","49.0154240086217","13.7667541323023","1257469489.10914","1043707904.53191","652192859.8536","183178640.806377","20.8021484733606","17.265919357037","10.789138680058","3.03029959470603"
"South Asia","2005","91.1313714998535","70.3388201898715","39.1314487524116","9.03753255075527","1319164877.63641","1018183964.55287","566444155.899633","130822079.435854","20.5053522171911","15.8268470977341","8.80491675074209","2.03352352847958"
"South Asia","2010","85.076188855423","58.8972129576028","27.7884488969168","4.77472793560188","1327330623.37999","918894880.484244","433546209.50156","74493729.5910417","19.4220635196419","13.4456588451132","6.3438316507738","1.09002378340972"
"South Asia","2017","74.0264189223769","43.29576844957","16.269720069744","1.93815649885256","1269672267.05323","742592135.097329","279051893.445422","33242504.3872845","17.128871190601","10.0181482728269","3.76462813463938","0.448467364750995"
"East Asia and Pacific","1820","99.7317929130979","97.8887332598828","89.4327501054629","57.8679214007937","464827945.773508","456237850.202997","416826373.036539","269709650.706391","43.8804518517769","43.0695340089248","39.3490317415057","25.4609935770688"
"East Asia and Pacific","1850","99.9273497983039","99.245963185422","92.904610669107","51.327645802636","508402628.811052","504935922.789877","472672880.729625","261140819.899795","40.8432243322759","40.5647217367091","37.9728258852062","20.9791068831112"
"East Asia and Pacific","1870","99.8007295234365","98.0494179901884","88.6085466157392","51.5366727710562","471213136.474087","462944249.017394","418368797.188077","243332461.955453","35.7205335762158","35.0937066709965","31.7146435666476","18.4459317974489"
"East Asia and Pacific","1890","99.7976025991706","98.5795537005062","89.6525459050057","41.1193348238396","517476272.90661","511160375.651738","464871541.031354","213214341.57594","33.9708637647055","33.5562428507997","30.5175108797981","13.9969226215418"
"East Asia and Pacific","1910","99.4687234942281","97.0848608173754","86.55398777587","47.7065929393426","593893391.500081","579660170.842448","516783965.273776","284839588.589916","32.8301056962715","32.0433009510491","28.5675382903702","15.7457785079397"
"East Asia and Pacific","1929","98.3996954633898","93.6631707410999","79.9299742905647","43.7626665588618","697426348.143638","663855338.351359","566518725.6339","310176129.910182","32.911118981926","31.3269237467475","26.7336690597562","14.6370201584711"
"East Asia and Pacific","1950","99.2054704544577","95.6207672779122","85.275490690638","47.1228794936589","846784165.939297","816186358.423384","727882594.868451","402224877.578844","33.6366768160906","32.4212448275247","28.9135680477552","15.9775167731243"
"East Asia and Pacific","1960","96.801511854593","90.3233619156592","76.7935263731464","29.5166644653316","1002744596.954","935638931.711073","795486477.188358","305756338.363543","33.1062385647581","30.8907031539189","26.2634824149991","10.0947362980552"
"East Asia and Pacific","1970","91.8654309362818","86.1560935200305","66.2967248354556","17.4412640491008","1171095001.64986","1098312710.82774","845146670.398898","222340187.622094","31.8668341507978","29.886344790433","22.9974073331011","6.05013075286688"
"East Asia and Pacific","1980","89.048228257164","79.1304376149124","49.1461885037815","8.93705004317304","1368159241.00013","1215779826.12492","755094326.719224","137311071.125821","30.9680027985689","27.5189261085994","17.0914046569103","3.10800783086515"
"East Asia and Pacific","1990","81.8372389130544","65.432932925766","41.6142446595116","14.3833062947808","1465104263.59918","1171423550.97279","745005673.296052","257499442.27132","27.9547075067489","22.3511756450122","14.2149717295187","4.91318042728392"
"East Asia and Pacific","2000","73.9123008833811","54.1327183145977","30.9415849291642","9.04187142855771","1485425119.45243","1087912277.22185","621837054.727454","181715665.54301","24.5731877779396","17.9971863434982","10.2869666824616","3.00609779187504"
"East Asia and Pacific","2005","66.6201168474414","44.1523432658366","22.1043003686226","5.22073174154801","1393631553.94097","923626400.965498","462401627.755246","109212904.959982","21.6628765357619","14.3570261685774","7.18765971082589","1.69762637016196"
"East Asia and Pacific","2010","56.9479489042815","33.8376474903665","15.0160139988716","3.07441692525965","1232066027.14669","732075811.571704","324870712.064888","66514856.4571463","18.0281116235389","10.7120431511875","4.75364577163774","0.973273534382043"
"East Asia and Pacific","2017","47.0972537428311","24.1003937264766","8.84222383206312","1.39694263738832","1065159497.18101","545058601.584928","199977237.363991","31593492.1674225","14.3698340887632","7.35326652408163","2.69784922357167","0.426220901125151"
